Uid,Sentiment
2408,neutral
2409,neutral
2410,positive
2411,positive
2412,positive
2413,positive
2414,positive
2415,positive
2416,neutral
2417,positive
2418,negative
2419,positive
2420,neutral
2421,positive
2422,positive
2423,positive
2424,neutral
2425,neutral
2426,positive
2427,neutral
2428,positive
2429,neutral
2430,negative
2431,positive
2432,positive
2433,positive
2434,positive
2435,negative
2436,positive
2437,positive
2438,positive
2439,neutral
2440,negative
2441,positive
2442,positive
2443,neutral
2444,positive
2445,negative
2446,positive
2447,negative
2448,negative
2449,negative
2450,positive
2451,positive
2452,negative
2453,neutral
2454,positive
2455,positive
2456,positive
2457,positive
2458,negative
2459,positive
2460,negative
2461,positive
2462,positive
2463,negative
2464,negative
2465,positive
2466,positive
2467,positive
2468,positive
2469,neutral
2470,positive
2471,positive
2472,neutral
2473,positive
2474,neutral
2475,positive
2476,neutral
2477,positive
2478,positive
2479,positive
2480,neutral
2481,positive
2482,positive
2483,positive
2484,positive
2485,negative
2486,neutral
2487,positive
2488,neutral
2489,positive
2490,positive
2491,positive
2492,positive
2493,negative
2494,negative
2495,positive
2496,negative
2497,neutral
2498,neutral
2499,positive
2500,positive
2501,positive
2502,positive
2503,neutral
2504,positive
2505,positive
2506,neutral
2507,negative
2508,positive
2509,neutral
2510,positive
2511,positive
2512,positive
2513,positive
2514,negative
2515,positive
2516,neutral
2517,positive
2518,neutral
2519,positive
2520,neutral
2521,positive
2522,negative
2523,positive
2524,neutral
2525,negative
2526,positive
2527,positive
2528,positive
2529,positive
2530,negative
2531,neutral
2532,positive
2533,positive
2534,positive
2535,positive
2536,positive
2537,positive
2538,positive
2539,positive
2540,neutral
2541,positive
2542,neutral
2543,positive
2544,positive
2545,positive
2546,positive
2547,positive
2548,positive
2549,positive
2550,neutral
2551,positive
2552,neutral
2553,positive
2554,positive
2555,positive
2556,positive
2557,negative
2558,positive
2559,neutral
2560,neutral
2561,neutral
2562,negative
2563,neutral
2564,negative
2565,positive
2566,positive
2567,positive
2568,positive
2569,positive
2570,positive
2571,negative
2572,positive
2573,neutral
2574,negative
2575,positive
2576,positive
2577,positive
2578,positive
2579,neutral
2580,neutral
2581,positive
2582,positive
2583,positive
2584,positive
2585,neutral
2586,neutral
2587,neutral
2588,positive
2589,positive
2590,positive
2591,positive
2592,negative
2593,neutral
2594,positive
2595,neutral
2596,positive
2597,neutral
2598,positive
2599,positive
2600,positive
2601,neutral
2602,positive
2603,positive
2604,neutral
2605,neutral
2606,positive
2607,positive
2608,positive
2609,negative
2610,positive
2611,positive
2612,neutral
2613,neutral
2614,negative
2615,positive
2616,positive
2617,positive
2618,positive
2619,neutral
2620,positive
2621,positive
2622,positive
2623,positive
2624,positive
2625,neutral
2626,neutral
2627,neutral
2628,positive
2629,positive
2630,positive
2631,neutral
2632,positive
2633,positive
2634,positive
2635,positive
2636,positive
2637,positive
2638,positive
2639,neutral
2640,positive
2641,neutral
2642,negative
2643,positive
2644,positive
2645,neutral
2646,positive
2647,positive
2648,positive
2649,positive
2650,neutral
2651,neutral
2652,positive
2653,neutral
2654,negative
2655,neutral
2656,positive
2657,positive
2658,positive
2659,negative
2660,negative
2661,positive
2662,positive
2663,positive
2664,positive
2665,positive
2666,positive
2667,positive
2668,neutral
2669,positive
2670,positive
2671,positive
2672,negative
2673,positive
2674,positive
2675,positive
2676,negative
2677,positive
2678,positive
2679,positive
2680,positive
2681,neutral
2682,positive
2683,positive
2684,positive
2685,positive
2686,positive
2687,positive
2688,positive
2689,positive
2690,positive
2691,positive
2692,positive
2693,neutral
2694,positive
2695,neutral
2696,neutral
2697,positive
2698,positive
2699,neutral
2700,positive
2701,negative
2702,positive
2703,neutral
2704,positive
2705,positive
2706,negative
2707,neutral
2708,positive
2709,positive
2710,positive
2711,positive
2712,positive
2713,positive
2714,positive
2715,positive
2716,positive
2717,neutral
2718,neutral
2719,neutral
2720,positive
2721,positive
2722,positive
2723,positive
2724,positive
2725,negative
2726,positive
2727,positive
2728,positive
2729,negative
2730,positive
2731,neutral
2732,positive
2733,positive
2734,positive
2735,positive
2736,neutral
2737,positive
2738,positive
2739,positive
2740,neutral
2741,positive
2742,positive
2743,positive
2744,neutral
2745,positive
2746,positive
2747,positive
2748,neutral
2749,neutral
2750,positive
2751,neutral
2752,positive
2753,neutral
2754,positive
2755,positive
2756,positive
2757,neutral
2758,positive
2759,positive
2760,positive
2761,negative
2762,positive
2763,positive
2764,positive
2765,positive
2766,negative
2767,neutral
2768,neutral
2769,positive
2770,positive
2771,neutral
2772,positive
2773,positive
2774,neutral
2775,neutral
2776,positive
2777,neutral
2778,neutral
2779,positive
2780,positive
2781,negative
2782,positive
2783,positive
2784,negative
2785,negative
2786,neutral
2787,positive
2788,positive
2789,positive
2790,negative
2791,positive
2792,neutral
2793,positive
2794,positive
2795,neutral
2796,positive
2797,positive
2798,positive
2799,neutral
2800,neutral
2801,positive
2802,negative
2803,positive
2804,positive
2805,positive
2806,positive
2807,neutral
2808,neutral
2809,neutral
2810,positive
2811,positive
2812,neutral
2813,neutral
2814,positive
2815,positive
2816,positive
2817,neutral
2818,neutral
2819,negative
2820,neutral
2821,positive
2822,neutral
2823,neutral
2824,neutral
2825,positive
2826,neutral
2827,neutral
2828,positive
2829,positive
2830,positive
2831,positive
2832,positive
2833,positive
2834,neutral
2835,negative
2836,positive
2837,neutral
2838,positive
2839,negative
2840,positive
2841,positive
2842,positive
2843,negative
2844,positive
2845,neutral
2846,positive
2847,positive
2848,neutral
2849,positive
2850,positive
2851,neutral
2852,negative
2853,positive
2854,positive
2855,positive
2856,positive
2857,positive
2858,positive
2859,neutral
2860,neutral
2861,positive
2862,neutral
2863,neutral
2864,positive
2865,neutral
2866,positive
2867,positive
2868,positive
2869,neutral
2870,positive
2871,negative
2872,positive
2873,positive
2874,neutral
2875,positive
2876,neutral
2877,positive
2878,positive
2879,positive
2880,neutral
2881,positive
2882,negative
2883,neutral
2884,positive
2885,negative
2886,positive
2887,positive
2888,positive
2889,neutral
2890,positive
2891,negative
2892,neutral
2893,positive
2894,negative
2895,positive
2896,neutral
2897,neutral
2898,positive
2899,neutral
2900,neutral
2901,positive
2902,negative
2903,positive
2904,neutral
2905,positive
2906,neutral
2907,positive
2908,negative
2909,positive
2910,negative
2911,positive
2912,positive
2913,positive
2914,positive
2915,neutral
2916,neutral
2917,positive
2918,positive
2919,positive
2920,positive
2921,positive
2922,negative
2923,neutral
2924,neutral
2925,positive
2926,positive
2927,positive
2928,positive
2929,positive
2930,positive
2931,neutral
2932,neutral
2933,positive
2934,neutral
2935,positive
2936,positive
2937,neutral
2938,positive
2939,positive
2940,neutral
2941,positive
2942,negative
2943,positive
2944,positive
2945,positive
2946,positive
2947,neutral
2948,neutral
2949,positive
2950,positive
2951,positive
2952,positive
2953,positive
2954,positive
2955,positive
2956,positive
2957,positive
2958,negative
2959,positive
2960,positive
2961,positive
2962,positive
2963,positive
2964,positive
2965,positive
2966,negative
2967,positive
2968,negative
2969,positive
2970,neutral
2971,positive
2972,positive
2973,positive
2974,neutral
2975,positive
2976,neutral
2977,positive
2978,neutral
2979,positive
2980,negative
2981,negative
2982,positive
2983,positive
2984,positive
2985,positive
2986,positive
2987,positive
2988,neutral
2989,neutral
2990,positive
2991,positive
2992,positive
2993,neutral
2994,positive
2995,positive
2996,positive
2997,positive
2998,negative
2999,positive
3000,positive
3001,positive
3002,negative
3003,neutral
3004,positive
3005,positive
3006,neutral
3007,positive
3008,positive
3009,positive
3010,neutral
3011,positive
3012,positive
3013,neutral
3014,neutral
3015,positive
3016,neutral
3017,positive
3018,negative
3019,positive
3020,neutral
3021,neutral
3022,positive
3023,positive
3024,positive
3025,negative
3026,positive
3027,positive
3028,positive
3029,positive
3030,positive
3031,neutral
3032,positive
3033,positive
3034,negative
3035,neutral
3036,positive
3037,positive
3038,positive
3039,positive
3040,positive
3041,positive
3042,neutral
3043,positive
3044,negative
3045,positive
3046,negative
3047,positive
3048,neutral
3049,negative
3050,positive
3051,positive
3052,positive
3053,neutral
3054,neutral
3055,negative
3056,positive
3057,positive
3058,positive
3059,positive
3060,neutral
3061,neutral
3062,positive
3063,negative
3064,positive
3065,negative
3066,positive
3067,positive
3068,positive
3069,positive
3070,positive
3071,negative
3072,positive
3073,positive
3074,neutral
3075,positive
3076,positive
3077,negative
3078,positive
3079,neutral
3080,positive
3081,positive
3082,neutral
3083,neutral
3084,positive
3085,neutral
3086,positive
3087,positive
3088,positive
3089,positive
3090,positive
3091,neutral
3092,neutral
3093,positive
3094,neutral
3095,neutral
3096,positive
3097,positive
3098,neutral
3099,positive
3100,positive
3101,positive
3102,positive
3103,positive
3104,positive
3105,positive
3106,positive
3107,positive
3108,neutral
3109,neutral
3110,neutral
3111,positive
3112,positive
3113,negative
3114,positive
3115,neutral
3116,positive
3117,positive
3118,positive
3119,positive
3120,positive
3121,neutral
3122,neutral
3123,positive
3124,neutral
3125,positive
3126,positive
3127,positive
3128,positive
3129,negative
3130,positive
3131,positive
3132,neutral
3133,negative
3134,neutral
3135,positive
3136,neutral
3137,positive
3138,positive
3139,negative
3140,positive
3141,positive
3142,positive
3143,neutral
3144,positive
3145,positive
3146,positive
3147,neutral
3148,positive
3149,positive
3150,neutral
3151,positive
3152,positive
3153,neutral
3154,positive
3155,negative
3156,negative
3157,positive
3158,positive
3159,neutral
3160,neutral
3161,negative
3162,positive
3163,positive
3164,positive
3165,positive
3166,neutral
3167,neutral
3168,positive
3169,positive
3170,positive
3171,negative
3172,negative
3173,positive
3174,positive
3175,neutral
3176,positive
3177,positive
3178,negative
3179,neutral
3180,positive
3181,positive
3182,positive
3183,positive
3184,neutral
3185,positive
3186,positive
3187,positive
3188,positive
3189,positive
3190,positive
3191,neutral
3192,positive
3193,positive
3194,positive
3195,positive
3196,positive
3197,positive
3198,neutral
3199,positive
3200,positive
3201,positive
3202,negative
3203,positive
3204,negative
3205,positive
3206,positive
3207,positive
3208,positive
3209,neutral
3210,positive
3211,negative
3212,positive
3213,negative
3214,positive
3215,neutral
3216,positive
3217,positive
3218,negative
3219,neutral
3220,negative
3221,positive
3222,neutral
3223,negative
3224,negative
3225,positive
3226,positive
3227,negative
3228,positive
3229,neutral
3230,neutral
3231,positive
3232,positive
3233,neutral
3234,positive
3235,positive
3236,positive
3237,neutral
3238,negative
3239,positive
3240,neutral
3241,positive
3242,negative
3243,neutral
3244,neutral
3245,neutral
3246,negative
3247,positive
3248,positive
3249,neutral
3250,positive
3251,neutral
3252,positive
3253,positive
3254,neutral
3255,neutral
3256,positive
3257,neutral
3258,positive
3259,positive
3260,neutral
3261,positive
3262,positive
3263,neutral
3264,positive
3265,positive
3266,positive
3267,negative
3268,positive
3269,positive
3270,positive
3271,negative
3272,negative
3273,neutral
3274,neutral
3275,positive
3276,positive
3277,positive
3278,positive
3279,positive
3280,neutral
3281,positive
3282,positive
3283,neutral
3284,positive
3285,neutral
3286,positive
3287,positive
3288,positive
3289,neutral
3290,negative
3291,positive
3292,positive
3293,neutral
3294,positive
3295,positive
3296,positive
3297,positive
3298,negative
3299,neutral
3300,positive
3301,positive
3302,neutral
3303,positive
3304,negative
3305,positive
3306,neutral
3307,positive
3308,negative
3309,negative
3310,neutral
3311,neutral
3312,positive
3313,positive
3314,negative
3315,positive
3316,neutral
3317,positive
3318,positive
3319,neutral
3320,positive
3321,positive
3322,negative
3323,positive
3324,positive
3325,negative
3326,negative
3327,neutral
3328,negative
3329,positive
3330,positive
3331,positive
3332,positive
3333,positive
3334,positive
3335,neutral
3336,positive
3337,positive
3338,positive
3339,positive
3340,positive
3341,negative
3342,positive
3343,positive
3344,neutral
3345,positive
3346,negative
3347,positive
3348,neutral
3349,positive
3350,neutral
3351,neutral
3352,positive
3353,positive
3354,positive
3355,positive
3356,neutral
3357,positive
3358,positive
3359,positive
3360,negative
3361,positive
3362,negative
3363,positive
3364,positive
3365,positive
3366,positive
3367,negative
3368,positive
3369,neutral
3370,negative
3371,negative
3372,negative
3373,positive
3374,positive
3375,positive
3376,positive
3377,positive
3378,positive
3379,neutral
3380,positive
3381,neutral
3382,negative
3383,neutral
3384,positive
3385,negative
3386,positive
3387,positive
3388,positive
3389,positive
3390,negative
3391,positive
3392,neutral
3393,negative
3394,positive
3395,positive
3396,positive
3397,positive
3398,neutral
3399,positive
3400,positive
3401,positive
3402,positive
3403,neutral
3404,positive
3405,neutral
3406,positive
3407,positive
3408,positive
3409,positive
3410,positive
3411,neutral
3412,positive
3413,positive
3414,positive
3415,positive
3416,neutral
3417,positive
3418,positive
3419,positive
3420,positive
3421,positive
3422,positive
3423,neutral
3424,negative
3425,positive
3426,neutral
3427,positive
3428,positive
3429,positive
3430,neutral
3431,neutral
3432,positive
3433,neutral
3434,positive
3435,neutral
3436,positive
3437,positive
3438,neutral
3439,negative
3440,neutral
3441,neutral
3442,positive
3443,positive
3444,positive
3445,positive
3446,positive
3447,neutral
3448,positive
3449,neutral
3450,positive
3451,neutral
3452,negative
3453,positive
3454,neutral
3455,positive
3456,negative
3457,positive
3458,positive
3459,positive
3460,neutral
3461,positive
3462,negative
3463,positive
3464,neutral
3465,positive
3466,neutral
3467,positive
3468,negative
3469,positive
3470,positive
3471,negative
3472,neutral
3473,positive
3474,neutral
3475,positive
3476,negative
3477,positive
3478,neutral
3479,negative
3480,negative
3481,positive
3482,positive
3483,negative
3484,negative
3485,positive
3486,neutral
3487,positive
3488,neutral
3489,negative
3490,neutral
3491,positive
3492,neutral
3493,negative
3494,positive
3495,positive
3496,positive
3497,negative
3498,positive
3499,positive
3500,positive
3501,neutral
3502,neutral
3503,positive
3504,positive
3505,positive
3506,positive
3507,positive
3508,positive
3509,positive
3510,positive
3511,neutral
3512,neutral
3513,neutral
3514,positive
3515,negative
3516,positive
3517,positive
3518,neutral
3519,neutral
3520,positive
3521,neutral
3522,positive
3523,neutral
3524,neutral
3525,positive
3526,positive
3527,positive
3528,neutral
3529,neutral
3530,positive
3531,positive
3532,neutral
3533,positive
3534,neutral
3535,positive
3536,positive
3537,positive
3538,positive
3539,positive
3540,positive
3541,positive
3542,neutral
3543,neutral
3544,positive
3545,positive
3546,positive
3547,neutral
3548,positive
3549,positive
3550,neutral
3551,negative
3552,neutral
3553,positive
3554,positive
3555,positive
3556,neutral
3557,positive
3558,positive
3559,positive
3560,positive
3561,positive
3562,positive
3563,positive
3564,positive
3565,positive
3566,positive
3567,neutral
3568,positive
3569,neutral
3570,neutral
3571,positive
3572,negative
3573,positive
3574,negative
3575,positive
3576,positive
3577,positive
3578,positive
3579,negative
3580,positive
3581,positive
3582,positive
3583,neutral
3584,neutral
3585,positive
3586,positive
3587,neutral
3588,neutral
3589,negative
3590,positive
3591,negative
3592,neutral
3593,negative
3594,negative
3595,negative
3596,positive
3597,neutral
3598,positive
3599,positive
3600,neutral
3601,positive
3602,positive
3603,neutral
3604,positive
3605,positive
3606,positive
3607,positive
3608,positive
3609,positive
3610,positive
3611,positive
3612,positive
3613,positive
3614,positive
3615,positive
3616,neutral
3617,negative
3618,positive
3619,neutral
3620,negative
3621,positive
3622,positive
3623,neutral
3624,neutral
3625,positive
3626,neutral
3627,negative
3628,neutral
3629,positive
3630,neutral
3631,neutral
3632,positive
3633,negative
3634,positive
3635,negative
3636,neutral
3637,negative
3638,positive
3639,neutral
3640,positive
3641,positive
3642,neutral
3643,positive
3644,negative
3645,positive
3646,positive
3647,positive
3648,positive
3649,negative
3650,neutral
3651,negative
3652,positive
3653,neutral
3654,neutral
3655,negative
3656,positive
3657,positive
3658,negative
3659,positive
3660,negative
3661,negative
3662,neutral
3663,neutral
3664,positive
3665,positive
3666,positive
3667,positive
3668,negative
3669,neutral
3670,positive
3671,negative
3672,positive
3673,positive
3674,positive
3675,positive
3676,negative
3677,positive
3678,negative
3679,negative
3680,negative
3681,positive
3682,neutral
3683,positive
3684,neutral
3685,negative
3686,positive
3687,positive
3688,positive
3689,neutral
3690,positive
3691,neutral
3692,negative
3693,positive
3694,neutral
3695,positive
3696,negative
3697,positive
3698,negative
3699,neutral
3700,positive
3701,positive
3702,positive
3703,positive
3704,neutral
3705,positive
3706,negative
3707,positive
3708,positive
3709,neutral
3710,positive
3711,positive
3712,negative
3713,neutral
3714,neutral
3715,neutral
3716,positive
3717,positive
3718,positive
3719,positive
3720,neutral
3721,positive
3722,neutral
3723,negative
3724,positive
3725,neutral
3726,positive
3727,positive
3728,positive
3729,positive
3730,positive
3731,neutral
3732,negative
3733,positive
3734,positive
3735,positive
3736,positive
3737,negative
3738,neutral
3739,positive
3740,positive
3741,positive
3742,positive
3743,positive
3744,neutral
3745,positive
3746,neutral
3747,positive
3748,positive
3749,neutral
3750,positive
3751,positive
3752,positive
3753,positive
3754,positive
3755,negative
3756,positive
3757,positive
3758,positive
3759,positive
3760,positive
3761,neutral
3762,positive
3763,positive
3764,negative
3765,neutral
3766,positive
3767,neutral
3768,positive
3769,positive
3770,positive
3771,neutral
3772,positive
3773,neutral
3774,positive
3775,positive
3776,positive
3777,neutral
3778,positive
3779,positive
3780,positive
3781,positive
3782,neutral
3783,positive
3784,negative
3785,positive
3786,positive
3787,neutral
3788,neutral
3789,negative
